Fp1 Fz F3 F7 FT9 FC5 FC1 C3 T7 TP9 CP5 CP1 Pz P3 P7 O1 Oz O2 P4 P8 TP10 CP6 CP2 Cz C4 T8 FT10 FC6 FC2 F4 F8 Fp2 HEOG
2.262819543830119e-05 2.210204729635734e-05 2.777115696517285e-05 2.6779827749123797e-05 4.73147747470648e-06 2.633244548633229e-05 1.9758059352170676e-05 2.000406129809562e-05 2.213577499787789e-05 5.5748964769009035e-06 1.2168119610578287e-05 1.1536186320881825e-05 5.459831299958751e-06 6.987774668232305e-06 6.47229398964555e-06 5.063660410087323e-06 3.693125336212688e-06 1.553265974507667e-05 9.086623322218657e-06 1.2941062777827028e-05 -4.361373612482566e-06 2.0407174815773033e-05 1.055235043168068e-05 1.2041310583299492e-05 2.131644396285992e-05 2.4482225853716955e-05 1.0119526450580452e-05 2.936185774160549e-05 1.9103006707155146e-05 1.7888138245325536e-05 1.8950089724967256e-05 1.0797470167744905e-05 0.0005098936962895095
2.2815771444584243e-05 2.2791809897171333e-05 2.8060363547410816e-05 2.6984545911545865e-05 2.581115495559061e-06 2.72669640253298e-05 2.05770083994139e-05 2.087387110805139e-05 2.264081376779359e-05 5.6602339100209065e-06 1.2720768609142397e-05 1.2721085113298614e-05 6.66979531160905e-06 7.73594729253091e-06 6.492563898063963e-06 5.776362286269432e-06 4.470924068300519e-06 1.611547304491978e-05 9.8819346021628e-06 1.2467849046515767e-05 -4.192922460788395e-06 2.11527894862229e-05 1.1879325938934926e-05 1.3489582670445088e-05 2.2534075469593517e-05 2.5535931854392402e-05 1.0401653526059818e-05 2.9873179300921038e-05 2.013632001762744e-05 1.8822118363459595e-05 1.9484223230392672e-05 1.0859881513169967e-05 0.0007109443540684879
2.315191704838071e-05 2.3558259272249416e-05 2.8413660402293317e-05 2.691563895496074e-05 4.6627451411040965e-07 2.8183407266624272e-05 2.1451804059324786e-05 2.1723360987380147e-05 2.278899228258524e-05 5.793450327473693e-06 1.3207250958657824e-05 1.3865876098861918e-05 7.782467037031893e-06 8.467714906146284e-06 6.548787951032864e-06 6.4964760895236395e-06 5.264018909656443e-06 1.6093863450805657e-05 1.0441858648846392e-05 1.1836443263746332e-05 -3.835335519397631e-06 2.1635823941323906e-05 1.3110346117173322e-05 1.4929390999895986e-05 2.363968815188855e-05 2.6330659238738008e-05 1.0607872354739811e-05 3.0296723707579076e-05 2.1144187485333532e-05 1.975306986423675e-05 1.9885725123458542e-05 1.0867433047678787e-05 0.0009062891476787627
2.3616299586137757e-05 2.436302565911319e-05 2.8821994419558905e-05 2.6569783585728146e-05 -1.4854431356070563e-06 2.9041235393378884e-05 2.2332191292662174e-05 2.2492880816571414e-05 2.2489177354145795e-05 5.955243977950886e-06 1.3572751413448714e-05 1.4894301784806885e-05 8.720626283320598e-06 9.118215530179441e-06 6.598944764846237e-06 7.163576356106205e-06 6.010440301906783e-06 1.553536822029855e-05 1.0726081200118642e-05 1.1076651389885228e-05 -3.362366214787471e-06 2.1815358195453882e-05 1.4167365407047328e-05 1.6273384972009808e-05 2.4565082640037872e-05 2.676827170944307e-05 1.069559857569402e-05 3.0595252610510215e-05 2.2066493329475634e-05 2.0622497686417773e-05 2.0128341930103488e-05 1.0810906132974196e-05 0.001080070505850017
2.4177626983146183e-05 2.5170171284116805e-05 2.927955392806325e-05 2.5963045118260197e-05 -3.155647618768853e-06 2.9804559744661674e-05 2.3173204681370407e-05 2.313185905222781e-05 2.1681986254407093e-05 6.136177034932189e-06 1.3774322724202648e-05 1.5743618860142305e-05 9.424637028132565e-06 9.634944035497028e-06 6.609577667404665e-06 7.726327567070257e-06 6.657339326920919e-06 1.452818378311349e-05 1.0716309589042794e-05 1.0231591659248807e-05 -2.8437134460546076e-06 2.1672811271855608e-05 1.4988706425356213e-05 1.744730252539739e-05 2.525736636016518e-05 2.6776015147333965e-05 1.0635129001457244e-05 3.074112828471698e-05 2.2853682821732946e-05 2.1379206373239867e-05 2.0198234778945334e-05 1.068752408173168e-05 0.0012178471079096198
2.4794489945634268e-05 2.5946330424631014e-05 2.9780800105072558e-05 2.5128343622782268e-05 -4.4466823965194635e-06 3.0442020943155512e-05 2.3936485376907513e-05 2.360073267482221e-05 2.0341722120065242e-05 6.332663815555861e-06 1.3783559552393854e-05 1.636617525946349e-05 9.855143616732676e-06 9.979688911698759e-06 6.555110758199589e-06 8.143439117702655e-06 7.161772828112589e-06 1.3172236322134268e-05 1.0416114491818007e-05 9.352551387564745e-06 -2.3436793981090887e-06 2.1211340936133638e-05 1.5531039025518112e-05 1.8392320271232165e-05 2.568091258581262e-05 2.631192000990268e-05 1.0408816706330981e-05 3.0717204936081544e-05 2.346813926124014e-05 2.198150468757376e-05 2.0093677449040115e-05 1.0499456948309671e-05 0.001307726139202714
2.5417197321075946e-05 2.6659390641725622e-05 3.031605592695996e-05 2.410948945907876e-05 -5.2939835768484045e-06 3.092413317062892e-05 2.4588414817117155e-05 2.3869206415838562e-05 1.847662679210771e-05 6.542034498124849e-06 1.3583299732999876e-05 1.6728694390621968e-05 9.991971637646202e-06 1.0126596862392034e-05 6.415351435862249e-06 8.38244341139216e-06 7.49018454371253e-06 1.1567631190700922e-05 9.846118700806983e-06 8.49240768729942e-06 -1.9205501757824095e-06 2.0452000171644613e-05 1.576856266183313e-05 1.9065751985181123e-05 2.58159216173226e-05 2.5363713575643487e-05 1.0008189747168217e-05 3.051484418392647e-05 2.3883350877440535e-05 2.2396279746317305e-05 1.9822906324407086e-05 1.0250017112412024e-05 0.0013413858832791448
2.5988696506829e-05 2.7280924769002013e-05 3.0873041396262124e-05 2.2960944988881238e-05 -5.6693661463214085e-06 3.1227144063450396e-05 2.5103063308051787e-05 2.3919039449538104e-05 1.6131414668052457e-05 6.7608193603518885e-06 1.316970883635804e-05 1.6814710761536844e-05 9.833640433498658e-06 1.0064288289868273e-05 6.1771042965119705e-06 8.420973244938068e-06 7.618543349963147e-06 9.803782631934155e-06 9.041501471074298e-06 7.69917187426472e-06 -1.6217894653891562e-06 1.94299627764849e-05 1.5693925888626836e-05 1.9443610653979704e-05 2.5659570383140817e-05 2.3951746698003262e-05 9.436447726329789e-06 3.013365130755119e-05 2.4085571567411534e-05 2.2601772798225284e-05 1.940136462508235e-05 9.944296834873967e-06 0.0013147066347301006
2.6447132768225856e-05 2.7786707505583763e-05 3.143467984045856e-05 2.174016844946891e-05 -5.583304755418794e-06 3.133038626401685e-05 2.5461809855187312e-05 2.3744452846585773e-05 1.3385546481003985e-05 6.984021183598088e-06 1.2552306543511804e-05 1.662447721173521e-05 9.398511792824138e-06 9.795119694899768e-06 5.835211140947649e-06 8.248367521446198e-06 7.534396900155116e-06 7.95659980212804e-06 8.049493771977723e-06 7.0143078119144775e-06 -1.4798314396102796e-06 1.8193633877672255e-05 1.5318892110371962e-05 1.9520881323842332e-05 2.5225266654160805e-05 2.2126709154690616e-05 8.70695566845825e-06 2.9582173738162965e-05 2.4073007807601243e-05 2.258784843434114e-05 1.8849974367185496e-05 9.588164175511338e-06 0.0012283023679628968
2.6741523470263928e-05 2.8168164135422558e-05 3.198838749085553e-05 2.0511386537691578e-05 -5.07353934153798e-06 3.122590351267718e-05 2.566456350905355e-05 2.3361953935818747e-05 1.0359522093494888e-05 7.215838195406832e-06 1.1764247574319597e-05 1.6186284483410418e-05 8.734412404010072e-06 9.347058039566036e-06 5.403703198680887e-06 7.879567419877276e-06 7.2503730734752025e-06 6.105103238951415e-06 6.938487786101177e-06 6.480455340351909e-06 -1.4998851156633464e-06 1.6811834939289838e-05 1.4684451343782712e-05 1.932242957991548e-05 2.45525279751746e-05 1.9978715499746613e-05 7.854574505472556e-06 2.8887683583889157e-05 2.38669181271689e-05 2.236663749499712e-05 1.8205151718575507e-05 9.197270628646947e-06 0.0010876342421397567
2.682976446521934e-05 2.8425227355910465e-05 3.2519350497750565e-05 1.933892781380564e-05 -4.209080543660093e-06 3.0913834052626044e-05 2.5722147256601602e-05 2.280120133946184e-05 7.200356321845902e-06 7.4571325967554e-06 1.0850968465092592e-05 1.5545896530966274e-05 7.907005056040362e-06 8.762080142332707e-06 4.905382411379833e-06 7.343087872868637e-06 6.792063686589245e-06 4.319256277085515e-06 5.7849551922117826e-06 6.1313112382777035e-06 -1.6693899169695214e-06 1.5361016266979277e-05 1.384949246130418e-05 1.8893393644248135e-05 2.369572757743299e-05 1.762391002557706e-05 6.923809905856615e-06 2.8086489692213945e-05 2.350182694499381e-05 2.1964429834042676e-05 1.7507489246781915e-05 8.789812454779167e-06 0.0009024569299072027
2.6681736926548183e-05 2.8566419132403098e-05 3.3011205232469365e-05 1.8280488802702166e-05 -3.0847888865537243e-06 3.0401890398934484e-05 2.5654471755842678e-05 2.2103966330178082e-05 4.072966930834809e-06 7.704493327764794e-06 9.868901543086395e-06 1.476364104746608e-05 6.9949583121342584e-06 8.093889846350066e-06 4.370507667772472e-06 6.679450052615721e-06 6.196609319886193e-06 2.655627440617536e-06 4.668957899411907e-06 5.989647888782201e-06 -1.960136842171778e-06 1.3920790479460265e-05 1.2886918739241082e-05 1.8295160771231167e-05 2.2721098503097892e-05 1.519462966825813e-05 5.966315711702919e-06 2.7222635253565386e-05 2.3023958419798873e-05 2.1421017663669772e-05 1.680158129602205e-05 8.38575761008542e-06 0.0006861735600978136
2.628625588840805e-05 2.8611149900825694e-05 3.3450745831942186e-05 1.7386817489750683e-05 -1.8080389736496727e-06 2.970723835460376e-05 2.549355303926859e-05 2.13251023524208e-05 1.1535499879755662e-06 7.95578489487525e-06 8.885353963705711e-06 1.3914557712269016e-05 6.089915132179158e-06 7.40804944143747e-06 3.839686542050913e-06 5.944382337474963e-06 5.516914825420827e-06 1.1737910199371981e-06 3.6746241676155478e-06 6.0716920415870845e-06 -2.3254640382219804e-06 1.2573509593494236e-05 1.18834168461035e-05 1.7604843378649093e-05 2.170700827264227e-05 1.2835244888265152e-05 5.041423264628975e-06 2.634887096064631e-05 2.249106182716787e-05 2.078955185425002e-05 1.6136529666255228e-05 8.008993972907774e-06 0.0004547108255792409
2.5647324946476147e-05 2.858206062228419e-05 3.381997885298915e-05 1.669390985625796e-05 -4.960588171343261e-07 2.885110916395206e-05 2.527354081394151e-05 2.0521445549093187e-05 -1.3902437103752163e-06 8.201426680898294e-06 7.966718840179965e-06 1.3075849892629776e-05 5.282537131279241e-06 6.770143954781815e-06 3.3522846933919936e-06 5.196360689296853e-06 4.8079741645778995e-06 -6.897602844446737e-08 2.8771537472493947e-06 6.3784955273149535e-06 -2.7134938136441633e-06 1.1392434316803701e-05 1.0926441973424517e-05 1.6903428331715986e-05 2.073071664199233e-05 1.0686566383810714e-05 4.205548066238407e-06 2.551642137404997e-05 2.1961206584819593e-05 2.0125778974033892e-05 1.5555438949377276e-05 7.67974961490836e-06 0.00022520404309034348
2.4784043489489704e-05 2.8503714929684065e-05 3.410008503124118e-05 1.622123090783134e-05 7.344485197791073e-07 2.7857435270561837e-05 2.5028601157828234e-05 1.9748626073123887e-05 -3.4100862649211194e-06 8.425913620158099e-06 7.174360689532477e-06 1.232342401635833e-05 4.657555109588429e-06 6.241731171030551e-06 2.9441423521348042e-06 4.493751021072967e-06 4.125795840081992e-06 -1.019037426885916e-06 2.339777665838483e-06 6.897751063661417e-06 -3.0707124096807092e-06 1.043793326971354e-05 1.0099576684297062e-05 1.6270003470708616e-05 1.9864217392751016e-05 8.874629202182405e-06 3.508151394271408e-06 2.477193993399851e-05 2.1490359358722344e-05 1.948510362126399e-05 1.5091898603714071e-05 7.414070296363207e-06 1.4641396774095483e-05
2.3732301997370087e-05 2.8402700991136953e-05 3.427375486353412e-05 1.5971962056937627e-05 1.776894009708485e-06 2.6754602004075423e-05 2.4793145712465048e-05 1.9060033082496375e-05 -4.787053512700368e-06 8.610290933575016e-06 6.562556336575653e-06 1.1728860954463016e-05 4.289552634872962e-06 5.877844614587957e-06 2.6472775971342344e-06 3.893028406309895e-06 3.524539351928979e-06 -1.6215675486819237e-06 2.113085884047905e-06 7.608570740558207e-06 -3.345442564750556e-06 9.758022315509152e-06 9.478512765781488e-06 1.577817602083087e-05 1.9172444808646105e-05 7.506631391152041e-06 2.9921013720013434e-06 2.415760354779195e-05 2.1130201275809668e-05 1.8920336515293457e-05 1.4772518625250086e-05 7.22411687092972e-06 -0.00016121024964377284
2.2548485503648408e-05 2.8308137189014815e-05 3.433029996813275e-05 1.5937668649712577e-05 2.54810402111616e-06 2.557752850407269e-05 2.460210998833645e-05 1.850562148320023e-05 -5.437500021798769e-06 8.734904440643732e-06 6.177216619107639e-06 1.1355849892424885e-05 4.2403044062666595e-06 5.725223672925495e-06 2.488380232534837e-06 3.4448019050614676e-06 3.054680746572558e-06 -1.8208556866738945e-06 2.233164650533581e-06 8.483888450427912e-06 -3.490383960524923e-06 9.386552846990526e-06 9.128938472713344e-06 1.549345142848324e-05 1.871049971668981e-05 6.663154181296704e-06 2.6915395210380666e-06 2.370926995354239e-05 2.092646354867611e-05 1.8480375729268417e-05 1.4617397027905099e-05 7.121260750864167e-06 -0.00028941049822606146
2.130372558895033e-05 2.8249507522559725e-05 3.426642797421664e-05 1.6097663319669664e-05 2.9958350751257967e-06 2.436655995552428e-05 2.448852319503203e-05 1.8129016098100692e-05 -5.320872787706321e-06 8.786154467088636e-06 6.053009201423265e-06 1.125744074670365e-05 4.5553388190455735e-06 5.82049915465177e-06 2.4884996037144447e-06 3.19354580824438e-06 2.7606042749539483e-06 -1.562255761200504e-06 2.72106899501523e-06 9.4953447842272e-06 -3.4648721793928416e-06 9.343480996903963e-06 9.102778676606249e-06 1.5469388017663732e-05 1.8521557649364695e-05 6.395552190952003e-06 2.6324660211685114e-06 2.345666325709317e-05 2.0916862922604196e-05 1.8207798348157667e-05 1.4640698282164522e-05 7.1160147854243405e-06 -0.00036056313547305763
2.0079671230632812e-05 2.8256519726710394e-05 3.408826160011813e-05 1.6424344721599482e-05 3.1024947020341642e-06 2.3167831386672333e-05 2.44830189330969e-05 1.7965825463761576e-05 -4.439200893102679e-06 8.757468094700016e-06 6.212172593222931e-06 1.1474288839963265e-05 5.261430032987846e-06 6.188582574395696e-06 2.6625423288351158e-06 3.1739159567223396e-06 2.678535338418442e-06 -7.994647148734657e-07 3.582394356271834e-06 1.0614247003104538e-05 -3.237460759919486e-06 9.634949492465239e-06 9.435505489818752e-06 1.574422640260309e-05 1.8635179003467783e-05 6.722822490701219e-06 2.8301831207500072e-06 2.3421049263561144e-05 2.112950460286811e-05 1.8136452126782387e-05 1.4848604223516304e-05 7.217538495751796e-06 -0.0003696657076943666
1.89558577403659e-05 2.834698898368515e-05 3.3803051337599754e-05 1.6875106666702777e-05 2.8765525712515227e-06 2.2021975382813253e-05 2.4601995392004028e-05 1.803249142540153e-05 -2.850369128282182e-06 8.640296073281206e-06 6.652513548033312e-06 1.2020772373944055e-05 6.3538068388879765e-06 6.8294143602543045e-06 3.0073629204707686e-06 3.3981852993747452e-06 2.8234157980477903e-06 4.939932978231809e-07 4.797333986061858e-06 1.180392882815795e-05 -2.7986661734757945e-06 1.0243575161439367e-05 1.0134087460755836e-05 1.6329760910593905e-05 1.905580938910134e-05 7.620517408213345e-06 3.2790239856694825e-06 2.3604028683621436e-05 2.1571115212282166e-05 1.8278848074260168e-05 1.5230847566272132e-05 7.424096565955551e-06 -0.0003166155074723065
1.801061262085568e-05 2.8531811040011235e-05 3.3424552384531125e-05 1.7402373487129807e-05 2.3565050923934905e-06 2.096832758979872e-05 2.4852821297827177e-05 1.8331385945202783e-05 -6.582289984180534e-07 8.432164577243384e-06 7.3540750236134045e-06 1.289129886572482e-05 7.803815606166609e-06 7.725827344984282e-06 3.5082121030427516e-06 3.861360710288864e-06 3.195131967004272e-06 2.3247473563969834e-06 6.327229129965417e-06 1.3028571629547514e-05 -2.154424237232888e-06 1.1136874491057824e-05 1.1183073183929082e-05 1.7215597836184315e-05 1.9768411220866255e-05 9.029973625729326e-06 3.95986853618524e-06 2.399438017164357e-05 2.223286355729215e-05 1.8632723367772996e-05 1.576787508383859e-05 7.729215212748386e-06 -0.00020585389574989676
1.7313628632109612e-05 2.881499494833406e-05 3.297418152214959e-05 1.7956375813810155e-05 1.6089659311546711e-06 2.0045165001647547e-05 2.5234479835489765e-05 1.8851005734177306e-05 1.9938020159315784e-06 8.138385055644903e-06 8.281528607767541e-06 1.4060591638553888e-05 9.560433682054281e-06 8.844503099680878e-06 4.140328655921621e-06 4.542287570075132e-06 3.7786041957588168e-06 4.671571332437452e-06 8.117467586998828e-06 1.4254158486437518e-05 -1.3251993777885218e-06 1.2268413229321595e-05 1.254576909559546e-05 1.8371332771494053e-05 2.0740515537909232e-05 1.0863481293199584e-05 4.841505415242864e-06 2.456906258885283e-05 2.3091324692359194e-05 1.9181235984433442e-05 1.6432282791356556e-05 8.122283361444715e-06 -4.614919453160837e-05
1.6916505046538077e-05 2.9189997803769074e-05 3.2478070352226496e-05 1.8485610780771822e-05 7.18573232916242e-07 1.9284929294371977e-05 2.5734532755450346e-05 1.9564922695280984e-05 4.929173883283511e-06 7.770163392706309e-06 9.381960808241274e-06 1.5482184608117677e-05 1.1549091141205281e-05 1.0135270713362843e-05 4.867121333518298e-06 5.4017746151657775e-06 4.54051678389078e-06 7.476927748939488e-06 1.0096156074723694e-05 1.544688166177366e-05 -3.4705834650594625e-07 1.3578579455497675e-05 1.416246232111007e-05 1.974521546799224e-05 2.1920994186075404e-05 1.3006762856093701e-05 5.879525360796833e-06 2.5292043574154377e-05 2.4106426280923188e-05 1.9891693227691576e-05 1.7187747289426625e-05 8.585940122429747e-06 0.00015004190208856016
1.685716961219441e-05 2.964551458717324e-05 3.196827310603112e-05 1.8946502677863464e-05 -2.1537617556077748e-07 1.871766653493978e-05 2.6335412258049473e-05 2.0438621504581533e-05 7.954969987622462e-06 7.3496612458257005e-06 1.0594777450023685e-05 1.7097403542720713e-05 1.3682762073585764e-05 1.1539676052052528e-05 5.648571004712721e-06 6.390177986759227e-06 5.4382312555389944e-06 1.0650366675690748e-05 1.2184787010482978e-05 1.6579275325057097e-05 7.373687367362436e-07 1.50034229591256e-05 1.5961340977810323e-05 2.1272979211062193e-05 2.3249167497851886e-05 1.5333964256569743e-05 7.024482329143211e-06 2.6121957489522174e-05 2.5231145627913065e-05 2.0723156922031194e-05 1.7996271708398126e-05 9.102571311814245e-06 0.00036768746213056147
1.7156102330773138e-05 3.0166222131811082e-05 3.148301402688958e-05 1.9306293324916624e-05 -1.0871870017581386e-06 1.8370092220720835e-05 2.7015305022359826e-05 2.1431906134239398e-05 1.087685268430505e-05 6.906679573148722e-06 1.1855326192744542e-05 1.8838323740055785e-05 1.5866948160692118e-05 1.2994518328923732e-05 6.443039183068322e-06 7.449732038367074e-06 6.4208079493255354e-06 1.4071008081373293e-05 1.4301425835583359e-05 1.7631473383517005e-05 1.8814783970810822e-06 1.6479458281537518e-05 1.7862565073301084e-05 2.2882317352923565e-05 2.465942088747397e-05 1.7716336515150033e-05 8.225370038417168e-06 2.701536868698895e-05 2.64131958829239e-05 2.162901364499703e-05 1.882217839010991e-05 9.65524941420881e-06 0.0005905849975533783
1.7811369616538286e-05 3.073276093346067e-05 3.1062740163179114e-05 1.954267281689681e-05 -1.7950537767319474e-06 1.826384504965972e-05 2.7749056243919767e-05 2.2501038984046318e-05 1.3510275493899826e-05 6.477637725765817e-06 1.3097922419547103e-05 2.06311287911376e-05 1.800419886421878e-05 1.44349778565811e-05 7.209653631434776e-06 8.519291441189125e-06 7.433349765051389e-06 1.7586320609552786e-05 1.63633594638668e-05 1.8589375031297095e-05 3.0380570024135523e-06 1.794476884242613e-05 1.9780818547587842e-05 2.4496728656231426e-05 2.6084106139023788e-05 2.0028481230838224e-05 9.432044862478506e-06 2.792789018712938e-05 2.7597501684795134e-05 2.2560036086360924e-05 1.9630273527582176e-05 1.0226865015283693e-05 0.000802531314548105
1.879518458736129e-05 3.1319512345362455e-05 3.074259439017624e-05 1.9641029211925343e-05 -2.2546944364876254e-06 1.8408798496238887e-05 2.850585224223323e-05 2.3597009203513153e-05 1.5689673091401346e-05 6.099956863181433e-06 1.4257469956646673e-05 2.2396896383725107e-05 1.9997873096144758e-05 1.5795954823261127e-05 7.90875856182538e-06 9.53649669099832e-06 8.418313882430084e-06 2.1019477571826428e-05 1.8289130821358413e-05 1.944249561347533e-05 4.159683612670051e-06 1.9338638594490476e-05 2.16291518881917e-05 2.603721441118978e-05 2.7454212613520212e-05 2.2154255930217914e-05 1.0593104889267124e-05 2.8814210963901132e-05 2.8726610253215767e-05 2.3464495825464837e-05 2.0386456526466645e-05 1.0796825336001348e-05 0.000988445128314197
2.0056007997482084e-05 3.1895749998511747e-05 3.055095294257626e-05 1.9596160200308077e-05 -2.4062014745140914e-06 1.8803559214575216e-05 2.9250473744468763e-05 2.4668866899446584e-05 1.7279910025536083e-05 5.806887656945037e-06 1.527282984170597e-05 2.4056114853010513e-05 2.175654299207963e-05 1.701566179690417e-05 8.502533091814257e-06 1.0438603567308746e-05 9.316298019257374e-06 2.4173839847208e-05 2.0001920347567648e-05 2.0180836145300418e-05 5.201888143346878e-06 2.0603654775186442e-05 2.3321887056226842e-05 2.74268641078379e-05 2.8702579584205523e-05 2.3992281057871878e-05 1.1658939911285415e-05 2.962900725833606e-05 2.974314338644035e-05 2.4290024157380685e-05 2.1056903278804384e-05 1.1342425750626717e-05 0.0011355872265994549
2.151946864614729e-05 3.242618913645856e-05 3.0504785172524862e-05 1.940911533893086e-05 -2.221415570602403e-06 1.943244569702074e-05 2.9944576453999616e-05 2.5665167413535528e-05 1.8183947759098373e-05 5.623667675536126e-06 1.6088957636384293e-05 2.5531793653499335e-05 2.3197715563583188e-05 1.803752275009174e-05 8.956277270044666e-06 1.1166450349264778e-05 1.0069892596220598e-05 2.6843335945159197e-05 2.1430376364151016e-05 2.079253681586124e-05 6.121800652181264e-06 2.1686902982764877e-05 2.4779135856078938e-05 2.8593709430424497e-05 2.976562609546818e-05 2.5459707103436813e-05 1.2582295312313363e-05 3.0329585570143536e-05 3.059235677937977e-05 2.4986647986224853e-05 2.160850999644026e-05 1.1838812497444451e-05 0.0012346722651273012
2.310330091859214e-05 3.288361040176824e-05 3.061908500967547e-05 1.9096831238130108e-05 -1.694129878160311e-06 2.027672962867655e-05 3.0558712751371786e-05 2.6548161258688197e-05 1.836092269513756e-05 5.578753189183772e-06 1.6671585399308242e-05 2.6765565053210594e-05 2.4265260435640812e-05 1.882494689198211e-05 9.253584721591324e-06 1.1681366231641732e-05 1.0639365427778102e-05 2.8840135200880468e-05 2.2525482563651167e-05 2.1276924599078484e-05 6.8961867327743676e-06 2.25538169615902e-05 2.5942406864487566e-05 2.948637120425701e-05 3.0599454476032406e-05 2.650874557730276e-05 1.333333693764871e-05 3.0889226763974875e-05 3.1236162612913176e-05 2.5521583665977232e-05 2.2022442863089964e-05 1.2269945727894083e-05 0.0012803968274965882
2.471526931913104e-05 3.3243399229831994e-05 3.08978560497053e-05 1.8683174857869744e-05 -8.500221042595513e-07 2.1307776478352025e-05 3.106660005869344e-05 2.7287927878205664e-05 1.7820177163230255e-05 5.68972745895735e-06 1.700224675005302e-05 2.771279469016008e-05 2.4924835088313557e-05 1.9356350094312802e-05 9.38850917009404e-06 1.1958966751990374e-05 1.0997976460203063e-05 3.0004181098775007e-05 2.325509922229685e-05 2.1636440578731708e-05 7.512049251090502e-06 2.3181930373539217e-05 2.6770507247420028e-05 3.0069313652347773e-05 3.117496817139909e-05 2.7119909645989537e-05 1.3891806702304166e-05 3.12906558974646e-05 3.164783993270248e-05 2.5872535843518563e-05 2.22861381189432e-05 1.2622264875972178e-05 0.0012717527570202947
2.625922206789255e-05 3.348506652400829e-05 3.1331972422776744e-05 1.8195793018094264e-05 2.5533358893881086e-07 2.2486105081043206e-05 3.1446528737433255e-05 2.7863503419212066e-05 1.6620961105218157e-05 5.9626113397825975e-06 1.707816954876762e-05 2.8345437385723926e-05 2.516605491109658e-05 1.9625844288384542e-05 9.366264748678077e-06 1.1992429790552706e-05 1.1134144187963102e-05 3.0215609513106756e-05 2.3606866307090968e-05 2.1880257918382995e-05 7.966392331582028e-06 2.356242112000473e-05 2.724241312535014e-05 3.03253600577591e-05 3.147838287986815e-05 2.7301959562464617e-05 1.4247099898057058e-05 3.152681892970577e-05 3.181337524438277e-05 2.6029205400845967e-05 2.239351670141332e-05 1.2884696843684651e-05 0.0012121236650273204
2.764527016552165e-05 3.3597203582758084e-05 3.19046521326527e-05 1.7670861780061387e-05 1.5466695231225458e-06 2.3768461687723175e-05 3.1686064176028594e-05 2.8266667868592776e-05 1.4870734048599843e-05 6.397400284186006e-06 1.6916503227548674e-05 2.8656852009589784e-05 2.500531991245225e-05 1.9646271539386362e-05 9.206520189763978e-06 1.179552054964006e-05 1.1055283721361775e-05 2.940217927971389e-05 2.3590155251440592e-05 2.2022233679308556e-05 8.27102758194087e-06 2.3702028556726873e-05 2.7360671083442867e-05 3.0258950573625043e-05 3.151454802718945e-05 2.7093448807136156e-05 1.4404434296011459e-05 3.160403502988629e-05 3.173516961396672e-05 2.599714571260847e-05 2.2349222490447573e-05 1.3053841939836275e-05 0.0011088737519457936
2.8790085707441904e-05 3.357109017088078e-05 3.258455762988888e-05 1.7140644558821805e-05 2.9281043225637404e-06 2.510243939468637e-05 3.1775540264789015e-05 2.8495849619503133e-05 1.2710689588857349e-05 6.979556928854436e-06 1.6546222468605265e-05 2.865491660486441e-05 2.4478111299686134e-05 1.9441886252025142e-05 8.935268851928413e-06 1.1395151886972599e-05 1.078020068234764e-05 2.7546204364625737e-05 2.3228581994771957e-05 2.2071993953431956e-05 8.442254511464853e-06 2.361499355174601e-05 2.7143150873598643e-05 2.988868254760746e-05 3.1299572583520785e-05 2.655000025697518e-05 1.4374367310665548e-05 3.153327270410955e-05 3.142485729767941e-05 2.57901683653472e-05 2.2158792489790358e-05 1.3126669728080742e-05 0.0009724454139359295
2.9622731744893827e-05 3.340192779432982e-05 3.332858977955766e-05 1.6632635379210114e-05 4.291297500458313e-06 2.642720573931001e-05 3.170830677845515e-05 2.8555135941132903e-05 1.030360726872459e-05 7.681200258957688e-06 1.600530231371522e-05 2.8360089345369488e-05 2.363710336794611e-05 1.9046268789679743e-05 8.583829185226932e-06 1.0829810889845248e-05 1.0338405445509125e-05 2.469086757628247e-05 2.256037259940058e-05 2.2040381736587733e-05 8.49970274430234e-06 2.3323831555899233e-05 2.662281804077793e-05 2.924610089394264e-05 3.0859657272230834e-05 2.5741124773048796e-05 1.4173913768900093e-05 3.133107384201139e-05 3.090240352321416e-05 2.5429635570617393e-05 2.1830466721439734e-05 1.31015631268383e-05 0.0008157167467288673
3.0090686777839437e-05 3.3090949727920815e-05 3.408557313377969e-05 1.616865847609006e-05 5.525730102817761e-06 2.767882870102767e-05 3.148331234115176e-05 2.8454940547817387e-05 7.823617124813609e-06 8.464368875138462e-06 1.533945214760024e-05 2.7807218430098146e-05 2.2550089852302335e-05 1.8501386875868775e-05 8.187125786207616e-06 1.0149980880669318e-05 9.771934855962172e-06 2.0948202291037887e-05 2.16385396925034e-05 2.194051558035426e-05 8.465844985039439e-06 2.2860254830447957e-05 2.5847062715911306e-05 2.8375232432154007e-05 3.02311764244223e-05 2.4746568669797853e-05 1.382796745019732e-05 3.1019608286442235e-05 3.0197406886145473e-05 2.4943885364336893e-05 2.1378204110078514e-05 1.2979628081666306e-05 0.0006529941456392407
